,문장,활동,숙소,맛집,날씨,카페,인사,관광지추천,소개
1413,음 연인이랑 가기 좋은 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
846,제주도 저렴한 숙소 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,그 서귀포시 놀 것 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,제주도에 있는 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2234,반가워요 정보 좀 주세요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2860,제주도에서 스노쿨링할 곳 알려줘봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,중문 인기 호텔 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,숙박비 저렴한 제주호텔 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,있잖아 십만원 이하 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2577,말 관련 관광상품을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3223,리뷰가 좋은 관광지 추천 고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
445,제주 비지니스 호텔 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,뷰가 멋진 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
627,제주도 10만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,저렴한 카페 추천해주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1299,이색 메뉴 있는 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
913,홀이 깨끗한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1742,제주도에서 인기 많은 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2383,하이 나 제주도로 놀러가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
499,서귀포 가성비 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,서귀포시 재미있는거 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,서귀포시 3만원대 활동 뭐있어,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,리뷰가 좋은 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1943,가성비 카페는 어디야?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
260,있잖아 서귀포시 재미있는거 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,중문 바다가 보이는 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,월요일에도 영업하는 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1735,제주도 카페 어디가 추천해주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2619,제주도 출신 연예인 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1546,공항 근처 카페 좀 있나?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
719,제주 20만원대 숙소 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,음 찐 제주도 맛집 알려줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2606,있잖아 제주도 오름을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3036,애월 근처 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3225,리뷰가 좋은 관광지 추천 부탁해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3127,나무가 이쁜 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1359,야 홀이 깨끗한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
573,제주도 인기 호텔 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,야 함덕 해수욕장 근처 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
774,제주도 호텔 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
194,제주도 근처 활동 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,도넛 파는 카페는 어디에 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2781,제주도 가는 방법 좀 말해봐라,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3120,경치가 이쁜 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2177,하이루 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2886,제주도 방언 읊어봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,제주 럭셔리 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3318,공항 근처 관광지 추천 부탁해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1216,요즘 뜨는 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
973,보름왓 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2188,하이루 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
772,중문에서 잘 곳 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,에스프레소 전문점 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,제주도 2만원대 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,챗봇 제주도 9시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,제주공항근처 모텔 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,아 제주도 방언 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1064,어 월정리 해변 근처 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3054,아기자기한 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2687,삼다도의 의미 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
589,숙박비 저렴한 제주도호텔 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,야 챗봇 제주도 재미있는거 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,제주시 서부 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,제주도 9시에 활동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,별점 높은 제주도 카페 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
756,제주 150만원대 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,하잉 제주도 관광 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1131,십만원 이하 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1219,요즘 뜨는 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2692,있잖아 삼다도의 의미 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2139,하이 제주도 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1294,월요일에도 영업하는 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
802,중문 모텔 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,저기 챗봇아 정보 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2443,제주도 정보를 좀 얻고 싶습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
685,기념일에 갈만한 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2993,음 제주도에 있는 대학교 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3343,숙소 근처 관광지 추천 부탁해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2810,제주도에서 돌아오는 방법 말해봐라,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3077,제주 공항 근처 관광지 추천 부탁혀,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3055,현무암 볼 수 있는 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
471,서귀포 호텔 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,제주도 오름을 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1833,드립커피 전문점 알려줄 수 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2622,제주도 출신 연예인 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1929,케이크를 파는 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
896,예약 가능한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
587,공항근처 제주공항근처 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,정류장이 있는 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186,지금 예약 가능한 제주도 활동 알려줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,주차가 편리한 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3113,나무가 이쁜 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
749,제주 90만원대 숙소 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3315,공항 근처 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1466,바다가 보이는 카페 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1819,한라산 근처 카페 좀 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1032,있잖아 서부권 맛집 추천 부탁해,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3199,관광 버스가 있는 관광지 추천 부탁해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2756,제주도 평균 관광객수 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2392,저는 제주도 놀러갑니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1273,음 오늘 영업하는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3068,승마체험 할 수 있는 곳 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2892,야 챗봇 제주도 방언 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1144,아 가성비 좋은 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1595,별점 높은 제주도 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
933,제주시 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
902,맛있는 녀석들에 나온 맛집 검색해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1169,뷰도 좋은 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2038,서귀포시 동부 아 카페 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
797,서귀포 모텔 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,있잖아 제주도에 있는 대학교 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1396,있잖아 20년 이상된 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1020,어 제주시 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1239,이영자가 추천한 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
525,제주도 감성숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,서귀포시 서부 카페 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1836,드립커피 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2183,하이루 제주도 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
250,서귀포시 재미있는거 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,제주 20만원대 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,음 제주도 산 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169,제주도 활동 중에 안힘든거 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,서귀포시 근처 활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,제주도 3시에 활동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,분위기 있는 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
681,친구들이랑 가기좋은 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,포장 근데 가능한 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2397,저 제주도 여행갑니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,제주공항근처 조식가능한 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3322,공항 근처 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
771,중문에서 잘 곳 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,제주시의 읍과 면 소개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3201,투어 버스이 있는 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1792,카멜리아힐 근처에 카페가 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
428,제주 깨끗한 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,제주도 행정구역 시 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,제주도 실외활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,제주 비지니스 호텔 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,그 제주도 만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,제주도 오름을 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
370,서귀포시 후기좋은 활동 알려줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,중문 뷰가 좋은 숙소,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,리뷰가 좋은 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017,바다가 보이는 카페 흠 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1614,비자림 주변에 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
943,서부권 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
571,제주공항근처여행 투숙할 곳이 어디야?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
599,제주공항근처관광하기 좋은 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2793,제주도 역사 알려줘봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,그 서귀포시 야외활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,아 요즘 뜨는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2510,돌고래를 볼 수 있는 곳을 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,제주도 재미있는거 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,빵을 파는 어 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1651,서귀포 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1579,마들렌 파는 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,제주도 기념일에 할만한 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,서귀포시 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,제주도 만원대 활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,20년 이상된 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2882,제주도 방언 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1569,디저트 파는 카페 추천해주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
635,제주공항근처30만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
555,제주공항근처 가족여행 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,저 제주행 비행기 예약했습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2512,돌고래를 볼 수 있는 곳을 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2238,반가워요 정보를 좀 얻고 싶습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1071,야 제주 두루치기 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
335,있잖아 서귀포시 6시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,차 파는 카페 알려줄 수 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
533,제주도 럭셔리 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,에스프레소가 다양한 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
636,중문30만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,제주도 활동 중에 안피곤한거 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,배달 포장 가능한 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2920,아 제주도 여행사 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
993,칼국수 맛있는 집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,야 챗봇 제주도 3시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,있잖아 안주 맛있는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2333,야 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2315,저기 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2527,제주도에서 많이 피는 꽃 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,서귀포시 실외활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,빵 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1427,안주 맛있는 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3129,나무가 이쁜 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2573,공항 직통 버스 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3089,조천읍 근처 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
958,함덕 해수욕장 근처 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
870,동부 맛집 추천좀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
783,제주공항근처 호텔 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,주차가 편리한 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1950,빙수 파는 근데 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
415,제주 예쁜 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,어린이 메뉴가 있는 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1114,아 일이만원대 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2620,제주도 출신 연예인 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3111,뷰가 이쁜 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2987,제주도에 있는 대학교 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1592,베이커리 카페 추천해주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
664,제주에서 잘 곳 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,제주 원조 고기국수집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1156,야 분위기 있는 맛집 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2031,제주시 서부 카페 근데 추천해주십쇼.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1044,음 함덕 해수욕장 근처 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1794,커피가 다양한 카페 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2778,제주도 가는 방법 좀 소개해봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2325,저기 챗봇아여행 정보를 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1759,제주시 카페 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3005,제주시의 읍과 면 읊어봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2039,서귀포시 동부 카페 근데 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2341,야 챗봇아 제주도 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1566,디저트 파는 카페 알려줄 수 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
527,제주공항근처 감성숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
773,중문에서 잘 곳 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,반가워 제주도 관광 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2718,제주도 무인도 갯수 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3026,가족들이랑 가기 좋은 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1928,케이크가 다양한 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
688,제주 예쁜 숙소 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,제주도 활동 중에 안피곤한거 뭐있어,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,서귀포시 9시에 활동 알려줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,디저트을 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177,제주도 활동 중에 안피곤한거 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,제주도에서 낚시하는 곳,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1140,가성비 좋은 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2584,어 제주시의 읍과 면을 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
553,제주도 가족여행 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,아 제주도에서 많이 나는 과일 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2253,반갑습니다 여행 정보를 얻고 싶습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2223,반가워 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,서귀포시 2만원대 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,서부권 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1379,야 아기자기한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1197,예약 가능한 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,있잖아 제주도 2만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,제주도 혼자 머무를 숙소 추천해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,아기자기한 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2344,야 챗봇아 정보 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3114,바닥 이쁜 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1938,커피 파는 카페가 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2850,어 제주도에서 서핑할 곳 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3142,바다가 이쁜 관광지 추천 부탁드려요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1846,디저트 파는 카페는 어디에 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2730,아 제주도 2022년 국비 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2372,안녕 나 제주도 여행 가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1588,베이커리 카페 알려줄 수 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3043,자전거 탈 수 있는 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2796,음 제주도 역사 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3266,현지인들이 많이 가는 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2068,애견동반 가능한 카페 아 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,제주도 야외활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,스터디 카페 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1862,베이커리 파는 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1322,양념고기 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3272,결혼 기념일에 가기 좋은 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1736,제주도 카페 어디가 추천해주십쇼.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1663,서귀포시 서부 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2942,제주도 섬 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693,제주 저렴한 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,해장국 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
926,제주도에 있는 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2929,제주도 산 소개해봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
